"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","leaf_habit","mycorrhizal_reference"
"2327","Melastoma candidum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2328","Melastoma dodecandrum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2329","Melastoma malabathricum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2332","Melicope pteleifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2333","Melicytus ramiflorus","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2338","Meliosma glabrata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2341","Meliosma rigida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2347","Memecylon ligustrifolium","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2351","Mesua ferrea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2352","Metaplexis japonica","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2353","Metrodorea flavida","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2354","Metrosideros excelsa","temperate","AM",0,"angiosperm","evergreen","10.1111/1365-2745.12562"
"2355","Metrosideros fulgens","temperate","AM",0,"angiosperm","evergreen","10.1111/j.1365-2745.2011.01821.x"
"2356","Metrosideros polymorpha","tropical","AM",0,"angiosperm","evergreen","10.1046/j.1469-8137.2002.00470.x"
"2357","Metrosideros robusta","temperate","AM",0,"angiosperm","evergreen","10.1111/1365-2745.12562"
"2358","Metrosideros umbellata","temperate","AM",0,"angiosperm","evergreen","10.1111/j.1365-2745.2011.01821.x"
"2359","Michelia balansae","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2360","Michelia floribunda","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2361","Michelia macclurei","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2362","Michelia mediocris","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2363","Michelia nilagirica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2364","Miconia acinodendron","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2365","Miconia albicans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2366","Miconia argentea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2367","Miconia aurea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2368","Miconia borealis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2369","Miconia bubalina","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2370","Miconia calvescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2371","Miconia cazaletii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2373","Miconia crassinervia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2374","Miconia decurrens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2375","Miconia dispar","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2376","Miconia dolichorrhyncha","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2378","Miconia elata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2379","Miconia fallax","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2380","Miconia ferruginata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2381","Miconia fosteri","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2383","Miconia grandifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2384","Miconia lepidota","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2385","Miconia ligustroides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2386","Miconia minutiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2387","Miconia multispicata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2388","Miconia napoana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2389","Miconia nervosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2390","Miconia pilgeriana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2391","Miconia poeppigii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2392","Miconia prasina","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2393","Miconia punctata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2394","Miconia purpono","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2396","Miconia ruficalyx","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2397","Miconia smaragdina","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2399","Miconia tipica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2400","Miconia tomentosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2401","Miconia tonduzii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2402","Miconia trinervia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2403","Miconia triplinervis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2405","Micrandra elata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2406","Micrandra siphonioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2407","Micrandra sprucei","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2408","Micrandropsis scleroxylon","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2410","Microcos paniculata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2412","Microdesmis caseariifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2414","Micromyrtus sessilis","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2415","Micropholis brochidodroma","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2416","Micropholis cayennensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2417","Micropholis dorada","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2418","Micropholis egensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2420","Micropholis guyanensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2421","Micropholis longipedicellata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2422","Micropholis maguirei","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2423","Micropholis melinoniana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2424","Micropholis obscura","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2425","Micropholis porphyrocarpa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2426","Micropholis sanctae-rosae","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2427","Micropholis venulosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2428","Micropholis williamii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2429","Miliusa tomentosa","tropical","AM",0,"angiosperm","deciduous","10.15666/aeer/1004_561571"
"2430","Millettia leptobotrya","tropical","AM",1,"angiosperm","evergreen","10.1111/nph.12842"
"2433","Mimosa claussenii","tropical","AM",1,"angiosperm","evergreen","10.1007/BF02185833"
"2434","Mimosa tenuiflora","tropical","AM",1,"angiosperm","evergreen","10.1016/j.pedobi.2014.01.002"
"2435","Mimulus aurantiacus","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2436","Minquartia guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2437","Mischocarpus pentapetalus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2440","Monanthotaxis caffra","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2441","Moneses uniflora","boreal","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"2442","Monocarpia marginalis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2443","Monotes glaber","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2444","Morella cerifera","temperate","AM",1,"angiosperm","evergreen","10.1111/nph.12221"
"2447","Moronobea coccinea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2449","Mortoniodendron guatemalense","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2450","Morus alba","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2451","Morus cathayana","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2454","Mouriri acutiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2455","Mouriri crassifolia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2456","Mouriri dimorphandra","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2457","Mouriri gleasoniana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2458","Mouriri grandiflora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2459","Mouriri myrtilloides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2460","Mouriri nigra","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2461","Mouriri sagotiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2462","Mouriri uncitheca","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2463","Muntingia calabura","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2470","Myoporum bontioides","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2472","Myoporum platycarpum","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2473","Myoporum sandwicense","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2474","Myrceugenia planipes","temperate","AM",0,"angiosperm","evergreen","10.4067/S0717-92002008000100002 "
"2475","Myrciaria cauliflora","tropical","AM",0,"angiosperm","evergreen","10.3329/bjar.v42i2.32810"
"2477","Myrica esculenta","tropical","AM",1,"angiosperm","evergreen","10.1111/nph.15440"
"2478","Myrica faya","tropical","AM",1,"angiosperm","evergreen","10.1111/nph.15440"
"2480","Myrica rubra","tropical","AM",1,"angiosperm","evergreen","10.1111/nph.15440"
"2481","Myristica globosa","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2482","Myrospermum frutescens","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2483","Myroxylon balsamum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2485","Myrsine africana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2486","Myrsine coriacea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2488","Myrsine gardneriana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2489","Myrsine guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2490","Myrsine juergensenii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2491","Myrsine kwangsiensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2492","Myrsine lessertiana","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2493","Myrsine nummularia","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2494","Myrsine sandwicensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2495","Myrsine seguinii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2497","Myrtus communis","temperate","AM",0,"angiosperm","evergreen","10.1016/j.plantsci.2005.03.013"
"2499","Nandina domestica","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2501","Naucleopsis glabra","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2502","Naucleopsis guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2503","Naucleopsis imitans","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2504","Naucleopsis krukovii","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2505","Naucleopsis ulei","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2507","Nectandra ambigens","tropical","AM",0,"angiosperm","evergreen","Alvarez-Sanchez J, Sanchez-Gallen I, & Guadarrama P. 2009. Analyses of ecophysiological traits of tropical rain forest seedlings under arbscular mycorrhization: Implication in ecological restoration. In Varma A, Kharkwal AC (eds) Symbiotic Fungi. Soil Biology, vol 18. Springer, Berling, Heidelberg. pp 292-305."
"2508","Nectandra membranacea","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2510","Neea altissima","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2511","Neea bajio","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2512","Neea claudia","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2513","Neea comun","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2514","Neea divaricata","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2515","Neea floribunda","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2516","Neea hermaphrodita","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2517","Neea macrophylla","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2518","Neea obovata","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2519","Neea oppositifolia","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2520","Neea supercrasa","tropical","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2521","Neolitsea cambodiana","tropical","AM",0,"angiosperm","evergreen","10.1007/s00442-013-2778-5"
"2522","Neolitsea phanerophlebia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.13434"
"2523","Neolitsea sericea","temperate","AM",0,"angiosperm","evergreen","Songachan LS, Lyngdoh I, & Kayang H. 2011. Colonization of arbuscular mycorrhizal fungi in moderately degraded sub-tropical forest stands of Meghalaya, Northeast India. Journal of Agricultural Technology 7: 1673-1684."
"2524","Neomyrtus pedunculata","temperate","AM",0,"angiosperm","deciduous","10.1111/j.1365-2745.2011.01821.x"
"2530","Nephelium lappaceum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2531","Nerium oleander","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2535","Notelaea longifolia","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2537","Nothofagus antarctica","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"2538","Nothofagus betuloides","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2539","Nothofagus cunninghamii","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2540","Nothofagus dombeyi","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2541","Nothofagus fusca","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2542","Nothofagus menziesii","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2544","Nothofagus nitida","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2545","Nothofagus obliqua","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"2546","Nothofagus pumilio","temperate","ECM",0,"angiosperm","deciduous","10.1007/978-3-319-56363-3_19"
"2547","Nothofagus solandri","temperate","ECM",0,"angiosperm","evergreen","10.1007/978-3-319-56363-3_19"
"2549","Nyctanthes arbor-tristis","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2551","Nyssa sylvatica","temperate","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2552","Ochna natalitia","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2553","Ochna pulchra","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2554","Ochroma pyramidale","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2555","Ocotea canaliculata","tropical","AM",0,"angiosperm","evergreen","10.1139/b97-080"
"2556","Ocotea floribunda","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2557","Ocotea guianensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2558","Ocotea leucoxylon","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.12221"
"2562","Oenocarpus bacaba","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2563","Oenocarpus bataua","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2564","Oenocarpus mapora","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2565","Olea capensis","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2566","Olea europaea","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2567","Olearia avicenniaefolia","temperate","AM",0,"angiosperm","evergreen","10.1111/j.1365-2745.2011.01821.x"
"2568","Olearia pimeleoides","temperate","AM",0,"angiosperm","evergreen","10.1111/j.1469-8137.1983.tb03531.x"
"2569","Olearia rani","temperate","AM",0,"angiosperm","evergreen","10.1111/1365-2745.12562"
"2570","Olea woodiana","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2572","Olinia ventosa","temperate","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2574","Omphalea oleifera","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2577","Onychopetalum lucidum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2579","Oreopanax nubigenus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2580","Oreopanax obtusifolius","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2581","Oreopanax xalapensis","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2585","Oroxylum indicum","tropical","AM",0,"angiosperm","deciduous","10.1111/nph.15440"
"2586","Orthion oblanceolatum","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2587","Osmanthus americanus","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
"2591","Ostodes paniculata","tropical","AM",0,"angiosperm","evergreen","10.1111/nph.15440"
